Passenger Class,Survived,Status,Age,Age Group,Passenger Class & Age Group,Number of Passengers,Survival Rate
3,0,Deceased,2,Child,3rd Class - Child,1,37%
3,0,Deceased,2,Child,3rd Class - Child,1,37%
3,0,Deceased,2,Child,3rd Class - Child,1,37%
3,0,Deceased,2,Child,3rd Class - Child,1,37%
3,0,Deceased,2,Child,3rd Class - Child,1,37%
3,0,Deceased,2,Child,3rd Class - Child,1,37%
3,0,Deceased,2,Child,3rd Class - Child,1,37%
3,1,Survived,2,Child,3rd Class - Child,1,37%
3,0,Deceased,3,Child,3rd Class - Child,1,37%
3,0,Deceased,3,Child,3rd Class - Child,1,37%
3,1,Survived,3,Child,3rd Class - Child,1,37%
3,1,Survived,3,Child,3rd Class - Child,1,37%
3,0,Deceased,4,Child,3rd Class - Child,1,37%
3,0,Deceased,4,Child,3rd Class - Child,1,37%
3,0,Deceased,4,Child,3rd Class - Child,1,37%
3,1,Survived,4,Child,3rd Class - Child,1,37%
3,1,Survived,4,Child,3rd Class - Child,1,37%
3,1,Survived,4,Child,3rd Class - Child,1,37%
3,1,Survived,4,Child,3rd Class - Child,1,37%
3,0,Deceased,5,Child,3rd Class - Child,1,37%
3,1,Survived,5,Child,3rd Class - Child,1,37%
3,1,Survived,5,Child,3rd Class - Child,1,37%
3,1,Survived,5,Child,3rd Class - Child,1,37%
3,0,Deceased,6,Child,3rd Class - Child,1,37%
3,0,Deceased,6,Child,3rd Class - Child,1,37%
3,0,Deceased,6,Child,3rd Class - Child,1,37%
3,1,Survived,6,Child,3rd Class - Child,1,37%
3,0,Deceased,7,Child,3rd Class - Child,1,37%
3,0,Deceased,7,Child,3rd Class - Child,1,37%
3,1,Survived,7,Child,3rd Class - Child,1,37%
3,0,Deceased,8,Child,3rd Class - Child,1,37%
3,0,Deceased,8,Child,3rd Class - Child,1,37%
3,0,Deceased,9,Child,3rd Class - Child,1,37%
3,0,Deceased,9,Child,3rd Class - Child,1,37%
3,0,Deceased,9,Child,3rd Class - Child,1,37%
3,0,Deceased,9,Child,3rd Class - Child,1,37%
3,0,Deceased,9,Child,3rd Class - Child,1,37%
3,0,Deceased,9,Child,3rd Class - Child,1,37%
3,1,Survived,9,Child,3rd Class - Child,1,37%
3,1,Survived,9,Child,3rd Class - Child,1,37%
3,1,Survived,9,Child,3rd Class - Child,1,37%
3,1,Survived,9,Child,3rd Class - Child,1,37%
3,0,Deceased,10,Child,3rd Class - Child,1,37%
3,0,Deceased,10,Child,3rd Class - Child,1,37%
3,0,Deceased,10,Child,3rd Class - Child,1,37%
3,0,Deceased,10,Child,3rd Class - Child,1,37%
3,0,Deceased,11,Child,3rd Class - Child,1,37%
3,0,Deceased,11,Child,3rd Class - Child,1,37%
3,0,Deceased,11,Child,3rd Class - Child,1,37%
3,0,Deceased,11.5,Child,3rd Class - Child,1,37%
3,1,Survived,12,Child,3rd Class - Child,1,37%
3,0,Deceased,13,Child,3rd Class - Child,1,37%
3,0,Deceased,13,Child,3rd Class - Child,1,37%
3,1,Survived,13,Child,3rd Class - Child,1,37%
3,0,Deceased,14,Child,3rd Class - Child,1,37%
3,0,Deceased,14,Child,3rd Class - Child,1,37%
3,0,Deceased,14,Child,3rd Class - Child,1,37%
3,1,Survived,14,Child,3rd Class - Child,1,37%
3,1,Survived,14,Child,3rd Class - Child,1,37%
3,0,Deceased,14.5,Child,3rd Class - Child,1,37%
3,0,Deceased,14.5,Child,3rd Class - Child,1,37%
3,0,Deceased,15,Child,3rd Class - Child,1,37%
3,1,Survived,15,Child,3rd Class - Child,1,37%
3,1,Survived,15,Child,3rd Class - Child,1,37%
3,1,Survived,15,Child,3rd Class - Child,1,37%
3,0,Deceased,16,Child,3rd Class - Child,1,37%
3,0,Deceased,16,Child,3rd Class - Child,1,37%
3,0,Deceased,16,Child,3rd Class - Child,1,37%
3,0,Deceased,16,Child,3rd Class - Child,1,37%
3,0,Deceased,16,Child,3rd Class - Child,1,37%
3,0,Deceased,16,Child,3rd Class - Child,1,37%
3,0,Deceased,16,Child,3rd Class - Child,1,37%
3,0,Deceased,16,Child,3rd Class - Child,1,37%
3,0,Deceased,16,Child,3rd Class - Child,1,37%
3,1,Survived,16,Child,3rd Class - Child,1,37%
3,1,Survived,16,Child,3rd Class - Child,1,37%
3,1,Survived,16,Child,3rd Class - Child,1,37%
3,1,Survived,16,Child,3rd Class - Child,1,37%
3,1,Survived,16,Child,3rd Class - Child,1,37%
3,0,Deceased,17,Child,3rd Class - Child,1,37%
3,0,Deceased,17,Child,3rd Class - Child,1,37%
3,0,Deceased,17,Child,3rd Class - Child,1,37%
3,0,Deceased,17,Child,3rd Class - Child,1,37%
3,0,Deceased,17,Child,3rd Class - Child,1,37%
3,0,Deceased,17,Child,3rd Class - Child,1,37%
3,0,Deceased,17,Child,3rd Class - Child,1,37%
3,0,Deceased,17,Child,3rd Class - Child,1,37%
3,0,Deceased,17,Child,3rd Class - Child,1,37%
3,0,Deceased,17,Child,3rd Class - Child,1,37%
3,0,Deceased,17,Child,3rd Class - Child,1,37%
3,1,Survived,17,Child,3rd Class - Child,1,37%
3,1,Survived,17,Child,3rd Class - Child,1,37%
